#{"t_start": 1739548315.7139258, "env_id": "supertuxkart/flattened_continuous_actions-v0"}
r,l,t
-104.801442,1500,435.139486
-91.980498,1500,437.949604
-104.883166,1500,440.540861
-150.0,1500,446.196543
-94.539764,1500,451.357543
-101.664877,1500,454.109784
-100.699312,1500,457.025753
-87.785307,1500,459.492659
-123.625532,1500,461.535309
-100.448075,1500,464.580506
-126.0,1500,469.904478
-126.924857,1500,471.778287
-125.0,1500,475.314778
-95.395088,1500,477.787638
-125.685572,1500,480.453176
90.0,1500,482.663622
-100.833805,1500,485.158961
-142.395088,1500,487.618837
-105.0,1500,490.118755
-149.725685,1500,491.93369
-120.131239,1500,494.272002
-141.100982,1500,496.292053
-125.609035,1500,499.270691
-95.394794,1500,501.663943
-126.872018,1500,503.986656
-99.0,1500,506.48441
-99.78601,1500,508.844732
-108.616405,1500,511.224463
-99.0,1500,513.735369
-144.350608,1500,516.049894
-144.32446,1500,518.254468
-96.274041,1500,520.616282
-149.886896,1500,523.835989
-100.321043,1500,527.087798
-104.930165,1500,529.352581
-124.127954,1500,531.596114
-143.384955,1500,534.378761
-142.373582,1500,536.896948
146.0,1500,538.953691
-95.205091,1500,541.944665
-97.438033,1500,545.012996
-150.0,1500,547.303216
-137.620061,1500,552.642787
-101.665388,1500,555.386507
-141.310197,1500,557.504256
-97.492229,1500,562.632716
-148.979835,1500,565.681502
-101.66401,1500,568.431547
-122.97663,1500,571.16631
-103.0,1500,573.222203
-115.384317,1500,575.579732
-64.84838,1500,577.466445
-126.59879,1500,579.436205
-89.298203,1500,582.027534
-148.610306,1500,584.355677
-52.399544,1500,587.368484
-104.063559,1500,589.374666
90.932247,1500,591.317152
-102.365403,1500,593.658979
-81.740692,1500,595.647739
-43.999817,1500,597.495803
-126.802483,1500,599.87838
-118.395088,1500,602.346481
-96.998835,1500,604.743199
-123.588029,1500,607.118042
-101.0,1500,610.08179
140.499472,1500,611.964211
-91.999982,1500,614.324884
-125.0,1500,617.394195
-115.708825,1500,619.585401
-114.657786,1500,621.568284
236.594649,1500,624.427402
-83.374402,1500,627.347484
-121.84646,1500,629.701528
-101.415309,1500,632.949881
-92.708825,1500,635.013029
-123.106599,1500,637.397272
-104.783439,1500,639.810068
-122.522559,1500,642.155498
-79.180701,1500,644.587563
-92.750632,1500,646.611792
-86.489879,1500,649.081476
-120.933681,1500,651.432075
-121.299049,1500,654.213185
-121.528429,1500,656.647228
-149.887362,1500,659.852604
-63.204718,1500,662.352116
-149.732198,1500,665.98456
-122.314038,1500,668.57438
88.864752,1500,671.134848
-78.166162,1500,673.981387
-101.166162,1500,677.153808
-135.894562,1500,679.268473
-124.463961,1500,681.487198
-109.095644,1500,683.969419
-90.138928,1500,686.009023
854.481458,1500,688.620525
-95.274626,1500,691.004334
-97.922186,1500,694.077634
-124.456927,1500,697.307244
-103.285535,1500,699.511285
-78.561459,1500,702.16061
-54.777936,1500,704.5885
-99.684778,1500,706.967396
-150.0,1500,709.378686
-64.145023,1500,711.702316
-125.223152,1500,714.107331
16.670047,1500,716.527298
-125.0,1500,719.532803
-150.0,1500,722.361149
-78.580853,1500,725.436178
-60.518753,1500,727.911066
-97.421325,1500,731.128399
-144.350608,1500,733.450012
-25.998835,1500,735.852882
-124.416056,1500,738.058997
-97.882892,1500,740.975957
-124.452647,1500,744.222897
-33.809753,1500,746.873955
-114.395088,1500,749.370507
-125.760595,1500,754.549558
-72.676718,1500,757.256722
-123.209149,1500,760.227686
-97.295563,1500,763.124378
-51.842492,1500,765.62859
-140.337656,1500,767.836824
-148.721667,1500,770.365912
