#{"t_start": 1739544410.272299, "env_id": "supertuxkart/full-v0"}
r,l,t
-91.348176,1500,5.870463
-103.0,1500,11.232375
-112.17916,1500,13.46353
-122.16937,1500,18.648486
-108.542609,1500,20.589181
-133.008441,1500,23.210525
-94.628046,1500,25.671178
-77.131854,1500,27.757022
-103.252986,1500,30.789551
-131.651263,1500,32.952824
-76.661154,1500,35.426687
-89.356668,1500,37.709883
-94.532735,1500,41.05434
-84.61738,1500,43.351318
-96.116627,1500,45.227627
-121.586981,1500,48.338192
-107.685883,1500,50.960274
-50.69407,1500,53.583032
-93.824879,1500,55.862625
-128.576268,1500,57.82928
-88.319328,1500,60.558982
-88.680632,1500,63.032867
-121.633307,1500,65.176754
-124.123763,1500,67.160814
-138.279964,1500,69.701897
-149.445302,1500,72.05137
-121.263474,1500,74.062127
-122.270245,1500,76.208646
-78.714191,1500,78.440693
-95.103762,1500,80.516867
-79.889868,1500,83.416901
-142.217672,1500,85.956029
-81.978809,1500,88.151167
-93.143768,1500,91.651124
-142.016847,1500,94.09201
-83.728633,1500,97.124404
-94.065009,1500,99.550722
-106.353869,1500,101.805247
-113.244103,1500,104.95433
-122.351921,1500,107.530205
-101.541473,1500,109.95684
-86.022299,1500,112.434798
-117.990346,1500,115.196688
-138.25125,1500,117.340187
-106.732002,1500,119.443804
-84.704395,1500,121.805764
-101.08439,1500,127.119467
-122.838678,1500,130.013239
-76.603989,1500,132.208823
-135.643646,1500,135.430358
-148.858137,1500,138.451485
-142.18605,1500,141.527273
-144.311931,1500,143.848175
-55.385181,1500,146.592697
-87.606061,1500,149.398132
-129.625226,1500,151.86766
-115.133905,1500,154.867214
-102.893176,1500,157.930841
-119.38654,1500,160.731466
-75.893878,1500,163.13972
-112.138928,1500,165.116939
-13.578247,1500,167.819542
-145.517259,1500,170.796532
-146.975,1500,173.766531
-102.21535,1500,179.131206
-48.587302,1500,181.129683
-135.321686,1500,183.370566
-90.586911,1500,186.455843
-72.359619,1500,189.038822
-100.331923,1500,192.265182
-93.546188,1500,194.64561
-69.009558,1500,197.608388
-81.100195,1500,200.008439
-95.076498,1500,204.38842
-117.008423,1500,206.402185
-93.306915,1500,208.598063
-121.929654,1500,213.840784
-58.609164,1500,216.893952
-61.160876,1500,219.794226
-88.789211,1500,225.346125
-108.403876,1500,227.383045
-85.879477,1500,232.883138
-118.195255,1500,235.844882
-93.52517,1500,238.103953
-87.777502,1500,241.357684
-79.427258,1500,244.038534
-105.532217,1500,246.05044
-99.11853,1500,248.958226
-143.401376,1500,251.711965
-88.321689,1500,253.72496
-93.242294,1500,255.949146
-135.321689,1500,258.224584
-55.190527,1500,261.077767
-91.307622,1500,263.733189
-141.248915,1500,266.399886
-114.502655,1500,270.203878
-104.109625,1500,274.481934
-102.280685,1500,277.795271
-56.629892,1500,281.314649
-66.074545,1500,285.555644
-67.665442,1500,288.936906
-94.892868,1500,291.880887
-121.348562,1500,295.150753
-82.679587,1500,298.050326
-31.460559,1500,300.074844
-118.433524,1500,302.066972
-4.216089,1500,304.648468
-115.058357,1500,308.04124
-71.942404,1500,310.779698
-49.119702,1500,313.800831
-109.284695,1500,316.872558
-139.058357,1500,320.193377
-67.042151,1500,322.048086
-32.040515,1500,324.674994
-44.144049,1500,327.890681
-145.154047,1500,330.023469
-102.590607,1500,332.59742
-107.589999,1500,337.956687
-77.846246,1500,340.248011
-130.742581,1500,342.588445
-97.004877,1500,345.057016
-85.679709,1500,347.273253
-121.419473,1500,349.767687
-92.436114,1500,352.910308
-139.819333,1500,355.222212
-93.358711,1500,358.457868
-48.690692,1500,361.068369
-89.779721,1500,362.980122
-126.989238,1500,365.460495
-144.865517,1500,367.769049
-100.132422,1500,369.662933
-137.875816,1500,372.964529
-63.268314,1500,375.447849
