#{"t_start": 1739552709.792843, "env_id": "supertuxkart/flattened_continuous_actions-v0"}
r,l,t
-142.859618,1500,6.190743
-147.08525,1500,8.408619
-99.328427,1500,10.650014
-140.131263,1500,12.885721
-98.562572,1500,15.427406
-82.281882,1500,18.296964
-82.253058,1500,20.758971
-120.387238,1500,24.008962
-117.77122,1500,26.356506
-111.161665,1500,29.358242
-139.503225,1500,31.915916
-123.557331,1500,33.974247
-129.518535,1500,36.842527
-116.166489,1500,42.324424
-75.930428,1500,44.83707
-79.26188,1500,47.179549
-79.889868,1500,50.048335
-126.0,1500,52.813533
-93.193445,1500,54.922414
-102.614767,1500,57.792584
-87.743964,1500,60.758965
-97.369669,1500,63.181861
-146.982674,1500,65.809064
-102.297055,1500,67.796149
-95.395088,1500,70.269991
-42.975787,1500,73.205007
-146.327867,1500,75.22756
-138.098657,1500,80.657524
-147.807991,1500,82.882226
-118.338276,1500,88.108077
-106.429192,1500,90.709689
-126.004233,1500,93.215164
-78.27728,1500,95.501457
-146.795707,1500,97.825863
-78.580853,1500,100.804114
-96.766946,1500,103.058264
-149.000914,1500,105.766839
-100.126543,1500,110.997211
-32.443159,1500,113.995371
-77.088215,1500,116.52864
-101.073167,1500,121.815184
199.934418,1500,124.231532
-87.195792,1500,126.993223
-123.946603,1500,130.083606
-33.996099,1500,132.481588
-145.699706,1500,135.176012
-102.090776,1500,137.598042
-109.175594,1500,140.086383
319.941854,1500,142.514241
21.589529,1500,144.940887
-124.193346,1500,147.359496
-122.25156,1500,149.590812
-117.458695,1500,151.993676
-133.984682,1500,154.221694
-126.0,1500,156.775092
-78.984218,1500,159.542558
-87.412665,1500,161.970667
-88.347246,1500,164.333633
-140.154166,1500,169.789264
-147.08525,1500,171.960991
-148.664356,1500,174.732327
-99.880007,1500,177.06864
-95.395088,1500,179.616647
-147.929537,1500,181.671214
-117.409371,1500,183.917119
-88.263416,1500,186.350928
-118.880679,1500,188.25048
-148.053424,1500,191.62386
-85.150345,1500,193.997606
-124.779515,1500,196.366266
-134.761504,1500,198.477553
-82.399698,1500,200.270912
-122.981956,1500,203.083843
-149.211898,1500,206.01774
-98.705773,1500,208.503988
-124.827958,1500,211.655188
-110.797742,1500,213.840544
-127.0,1500,216.283094
-15.008923,1500,218.074997
-125.758227,1500,220.454018
1743.622437,1500,223.315464
-125.012322,1500,225.780188
-126.813847,1500,227.636561
-126.0,1500,230.739523
-150.0,1500,233.163372
-97.873442,1500,236.123849
-127.0,1500,238.325975
-38.485916,1500,240.255977
-126.0,1500,242.873862
-102.689245,1500,245.147509
-125.0,1500,248.702102
-16.657175,1500,251.176793
-104.77814,1500,253.442693
-100.678645,1500,255.855572
-125.0,1500,259.110011
-125.0,1500,262.503725
-125.708003,1500,265.035012
-123.970071,1500,268.708617
-89.059705,1500,270.970121
630.155249,1500,273.95574
-149.743602,1500,276.149099
-98.296018,1500,279.043241
-37.636945,1500,281.397647
-126.0,1500,287.020814
-123.0,1500,289.54806
-99.633307,1500,291.963061
-119.518543,1500,294.863595
-150.0,1500,298.420135
660.476984,1500,301.03311
-102.684565,1500,303.56512
359.458183,1500,305.51767
-145.365709,1500,307.754165
-108.989131,1500,309.799153
-122.160118,1500,312.148653
567.060487,1500,314.796247
682.162427,1500,317.337887
304.789777,1500,319.390247
-60.786092,1500,321.875355
610.431802,1500,323.825
-124.228036,1500,325.787038
396.25884,1500,328.760569
-149.825374,1500,331.167072
1608.302429,1500,334.017827
-150.0,1500,336.063246
-150.0,1500,340.046279
-126.825236,1500,342.391086
-98.363171,1500,344.552981
-105.0,1500,346.925848
-150.0,1500,349.245729
-124.536403,1500,351.413198
-104.825307,1500,353.679916
-100.747253,1500,356.256455
-126.0,1500,358.756164
