#{"t_start": 1739551977.320097, "env_id": "supertuxkart/flattened_continuous_actions-v0"}
r,l,t
-147.241715,1500,6.780396
-117.965403,1500,9.791379
-121.648628,1500,12.242505
182.375662,1500,14.675298
-98.121798,1500,20.021214
-95.40023,1500,22.190326
-87.003052,1500,24.594746
-97.274336,1500,26.827986
-142.797086,1500,29.214057
-139.708825,1500,31.353799
-146.067561,1500,33.241303
-145.648628,1500,35.611464
-86.779988,1500,38.559345
-121.763605,1500,41.166078
-132.573152,1500,43.423682
-137.158043,1500,45.315107
-148.663819,1500,47.914975
-89.01918,1500,50.791007
-122.983756,1500,53.443792
-84.889576,1500,56.437686
-126.740692,1500,58.428416
-124.651596,1500,60.557739
-123.680358,1500,63.01717
-136.000291,1500,65.511319
-150.0,1500,67.834768
-114.155373,1500,70.304062
-132.298544,1500,73.063011
-95.205378,1500,75.61633
-147.496293,1500,77.968883
-118.061266,1500,80.219583
-88.604581,1500,82.647781
-29.982172,1500,85.525289
-147.312612,1500,88.842999
-100.57184,1500,91.321476
-142.430864,1500,93.450801
-100.498607,1500,95.765607
-123.530864,1500,97.718325
-98.929654,1500,102.999134
-150.0,1500,106.295998
-145.929654,1500,111.634504
-91.625389,1500,114.806021
-140.95405,1500,117.109596
-98.648628,1500,119.662736
-106.228114,1500,122.054877
-94.152524,1500,124.500288
-148.710569,1500,126.955897
-102.69396,1500,129.129674
332.268807,1500,132.084983
-96.619073,1500,134.553367
-141.782228,1500,137.100309
-97.703679,1500,139.851299
-127.0,1500,142.165728
96.351372,1500,144.563406
447.516687,1500,147.319304
-103.408603,1500,149.230409
-149.603534,1500,152.702563
-103.422247,1500,155.05993
-148.749001,1500,157.503719
-102.023597,1500,160.012344
-112.916062,1500,162.392277
-144.915508,1500,164.954235
-119.887752,1500,167.537813
-98.299049,1500,170.368778
-103.317374,1500,172.64443
-126.0,1500,174.764355
-148.731501,1500,177.155942
-150.0,1500,180.58855
-118.615643,1500,183.22858
-100.320922,1500,186.594993
-118.486526,1500,188.76723
-121.352543,1500,191.584743
-144.887243,1500,194.10328
-125.989283,1500,196.382431
-150.0,1500,200.215056
-124.883743,1500,202.623646
-106.929654,1500,208.017844
-103.875,1500,210.749814
-111.840933,1500,213.109281
-96.783419,1500,215.359497
-149.41922,1500,218.450598
-100.312626,1500,221.78929
-125.188747,1500,224.206021
-126.231013,1500,226.644901
-136.161343,1500,229.705643
-103.0,1500,232.280366
-147.690535,1500,234.248928
-125.392264,1500,236.701705
-127.0,1500,239.070205
-147.682064,1500,241.525795
-149.156475,1500,244.287902
-119.274487,1500,246.671392
277.145972,1500,249.249259
-149.492771,1500,251.552784
-119.227271,1500,253.649905
-93.294744,1500,255.762851
-119.07401,1500,258.157051
-100.395063,1500,260.154247
344.268872,1500,262.673452
-129.297221,1500,265.243724
-143.382482,1500,268.01375
-148.767295,1500,270.68685
-102.140086,1500,272.63688
-121.92965,1500,278.013956
174.0,1500,280.018577
-86.555145,1500,282.475111
-142.899602,1500,285.07074
-147.140086,1500,287.039506
-95.154239,1500,289.722708
-102.234856,1500,292.081901
-91.146133,1500,294.022829
345.947803,1500,297.052408
-97.629868,1500,299.368801
-120.757422,1500,301.661489
-101.0,1500,305.33061
-91.916216,1500,307.982411
-102.137996,1500,310.934456
-113.486985,1500,313.505905
-121.310543,1500,316.385134
-150.0,1500,318.620351
126.147681,1500,321.27269
294.887872,1500,323.227474
-100.749417,1500,325.288597
-125.62846,1500,327.740477
-100.021584,1500,329.963693
-99.304973,1500,332.551479
-123.965716,1500,334.537655
-143.701501,1500,336.420775
286.415534,1500,339.201711
-121.827571,1500,341.55607
-100.609964,1500,344.121984
-127.0,1500,347.014947
-135.789211,1500,352.492159
-150.0,1500,355.132716
